price,cost,sales,profitable
12.23,11.4,868,1
41.81,27.72,849,1
42.45,37.86,934,1
27.84,6.55,969,1
5.29,24.83,422,0
17.92,20.84,491,0
32.76,13.48,453,1
49.15,20.13,901,1
33.43,44.34,557,0
16.69,33.93,678,0
33.53,16.98,292,1
29.3,29.21,283,1
40.09,14.87,476,1
9.81,29.43,421,0
39.25,40.85,438,1
29.36,27.28,517,1
48.33,34.33,769,1
20.38,23.13,708,0
33.47,25.96,893,1
46.94,32.8,642,1
9.61,37.5,147,0
47.18,31.38,460,1
35.95,44.1,346,0
8.05,37.79,429,0
18.54,36.09,523,0
36.87,38.8,803,0
8.03,16.25,851,0
31.2,22.28,70,1
20.56,27.58,731,0
32.94,23.5,154,1
7.06,38.9,628,0
44.22,6.08,149,1
48.81,13.37,526,1
48.6,40.27,798,1
38.73,7.36,813,1
10.85,14.08,132,0
39.12,19.05,582,1
6.11,35.03,765,0
6.0,27.41,520,0
19.56,43.18,736,0
26.99,14.12,717,1
39.67,39.88,752,0
35.75,16.32,872,1
25.07,14.82,573,1
17.31,24.94,947,0
49.87,7.85,847,1
24.18,20.37,317,1
25.31,19.23,792,1
12.36,11.4,216,1
40.77,39.43,323,0
36.22,20.44,939,1
14.93,44.28,298,0
8.71,40.99,431,0
35.62,12.79,841,1
34.45,25.2,701,1
17.3,29.07,387,0
47.79,37.76,695,1
11.8,40.43,825,0
24.46,29.96,106,0
47.46,6.41,354,1
23.89,24.25,192,1
33.73,40.39,797,0
22.89,33.56,568,0
17.34,39.81,270,0
49.28,31.96,107,1
23.42,6.76,358,1
45.23,43.72,970,1
15.35,41.72,254,0
14.59,10.06,494,1
6.4,9.51,273,0
34.33,26.56,701,1
21.58,35.28,161,0
43.9,20.29,586,1
26.29,10.46,708,1
48.57,25.42,859,1
13.35,18.5,296,0
44.09,19.07,129,1
39.95,30.8,573,1
39.69,40.42,749,0
43.02,27.34,597,1
39.25,32.5,201,1
33.18,31.4,850,1
10.91,27.05,469,0
6.46,17.43,181,0
46.44,20.11,532,1
32.75,17.63,483,1
40.84,41.7,105,0
26.67,38.06,167,0
10.28,28.17,419,0
10.63,41.49,313,0
35.85,40.46,750,0
24.36,42.11,569,0
14.02,13.87,696,0
27.12,33.7,921,0
7.89,29.37,458,0
31.19,34.35,993,1
17.1,15.54,84,1
40.89,32.79,640,1
18.97,21.39,707,0
25.48,38.36,316,0
5.52,36.81,271,0
8.26,13.45,462,0
22.66,12.35,648,1
26.6,33.71,304,0
32.0,27.02,659,0
18.12,27.29,516,0
36.27,35.1,833,1
43.71,39.2,567,1
40.09,14.56,282,1
6.78,27.22,64,0
26.62,38.16,378,0
9.72,39.91,590,0
15.89,16.5,241,1
49.4,9.17,795,1
11.41,14.31,627,0
27.45,42.82,928,0
32.82,23.5,146,1
36.61,21.74,279,1
30.18,5.52,264,1
5.44,7.04,681,0
19.69,31.75,190,0
28.3,28.59,517,1
8.95,28.02,120,0
20.78,9.41,874,1
6.49,19.08,740,0
8.54,37.49,774,0
22.86,12.0,589,1
10.97,40.31,911,0
30.54,9.86,712,1
36.03,11.77,174,1
41.03,24.11,390,1
14.01,42.81,930,0
12.54,18.18,306,0
9.71,31.33,913,0
33.64,28.55,393,1
36.79,10.98,248,1
6.42,14.93,212,0
47.13,42.21,341,1
7.34,12.39,575,0
29.36,32.8,233,0
36.91,43.59,111,0
44.19,9.78,957,1
37.13,20.97,664,1
41.08,13.96,904,1
20.28,13.86,558,1
41.67,9.76,191,1
8.61,30.98,239,0
45.27,34.85,679,1
29.64,32.07,778,0
41.78,41.99,583,0
25.35,10.83,542,1
33.96,17.79,674,1
28.69,18.78,662,1
37.92,14.28,78,1
8.67,10.69,505,0
7.72,24.47,636,0
16.12,38.38,399,0
12.18,43.18,748,0
44.23,10.17,903,1
14.86,37.93,576,0
48.91,37.98,710,1
20.16,20.56,160,0
13.2,9.4,650,1
40.54,44.6,296,0
34.64,31.22,894,1
27.42,44.29,120,0
29.99,24.35,162,1
37.36,20.81,515,1
15.28,14.89,445,1
49.84,44.34,878,0
48.87,15.13,96,1
34.26,5.95,843,1
13.98,25.5,630,0
35.61,20.08,292,1
8.25,15.46,505,0
6.38,30.38,981,0
16.6,19.57,232,0
25.82,21.09,374,1
44.07,5.92,391,1
37.72,28.56,633,1
38.42,9.88,452,1
24.15,13.55,723,1
20.57,33.68,812,0
21.7,17.53,752,1
49.44,11.53,687,1
6.8,28.1,227,0
44.02,13.6,290,1
31.04,15.84,834,1
24.74,29.85,682,0
37.64,34.59,130,1
26.9,34.59,896,0
44.3,24.29,344,1
45.53,23.17,662,1
23.98,36.51,208,0
17.46,12.72,455,1
31.66,11.09,107,1
46.06,31.59,586,1
14.48,21.38,324,0
33.03,33.4,103,0
33.42,15.26,248,1
37.99,17.99,51,1
10.92,40.87,384,0
37.21,21.87,71,1
45.91,28.64,543,1
13.09,9.27,215,1
15.69,12.15,166,1
48.71,6.44,824,1
13.14,21.97,922,0
43.45,44.56,392,0
27.15,39.95,627,0
16.13,30.32,933,0
44.18,39.44,338,1
25.04,28.77,387,0
28.17,19.75,170,1
21.17,11.94,925,1
31.68,31.12,184,1
12.36,12.72,364,0
22.6,21.7,777,1
48.62,38.03,553,1
16.62,10.17,316,1
34.55,10.16,189,1
19.63,13.98,707,1
39.81,27.08,534,1
10.89,15.07,434,0
48.64,25.13,170,1
25.42,17.08,306,1
15.62,25.25,844,0
8.31,16.11,296,0
12.64,44.2,634,0
28.39,24.71,498,1
20.17,34.75,893,0
42.3,33.02,369,1
24.39,24.62,610,1
16.19,14.55,769,1
32.77,25.43,930,1
36.8,32.24,811,1
12.52,23.4,212,0
12.54,8.28,218,1
6.65,5.72,968,1
38.14,18.12,596,1
34.87,11.01,641,1
26.36,41.25,353,0
42.99,12.03,731,1
41.26,20.77,505,1
31.34,33.48,801,0
44.07,37.62,897,1
14.26,24.11,823,0
10.04,12.25,405,0
17.14,15.84,937,1
7.57,21.76,400,0
28.9,19.58,160,1
47.15,18.95,653,1
6.77,10.27,340,0
10.49,41.53,322,0
25.35,6.19,736,1
47.02,22.6,335,1
19.23,44.21,805,0
27.83,31.39,58,0
6.87,19.22,840,0
11.68,10.84,94,1
49.4,43.55,114,1
48.43,5.56,189,1
5.22,32.26,386,0
47.83,40.21,735,1
33.76,6.01,722,1
44.06,34.01,689,1
25.46,44.95,327,0
28.2,30.59,59,0
27.0,21.59,395,1
35.01,39.98,447,1
11.28,27.17,266,0
6.35,34.98,544,0
18.86,28.51,700,0
36.71,6.53,452,1
14.08,13.53,284,0
35.3,8.15,356,1
48.65,9.27,77,1
9.23,5.62,332,1
35.27,21.85,557,1
24.97,12.15,808,1
44.07,39.23,956,1
12.97,35.0,199,0
36.17,27.93,202,1
42.72,24.56,836,1
47.51,15.23,497,1
35.75,24.0,984,1
27.37,30.65,312,1
32.8,36.29,298,0
44.1,8.27,951,1
30.68,33.34,698,0
6.37,34.71,679,0
46.89,27.36,963,1
36.03,13.57,464,1
35.44,26.57,759,1
14.71,25.11,879,0
34.65,24.03,366,1
22.72,23.43,223,0
34.31,9.43,294,1
9.8,12.32,391,0
34.6,8.89,58,1
49.97,14.7,528,1
7.17,15.54,71,0
48.97,14.8,870,1
23.31,13.44,326,1
44.18,34.42,980,1
40.21,37.74,816,1
30.52,18.08,974,1
38.23,17.21,134,1
44.53,38.76,102,1
23.19,29.96,623,0
19.72,16.74,747,1
35.04,33.54,110,0
41.35,18.78,724,1
39.3,28.46,904,1
40.9,44.71,473,0
24.6,17.06,131,1
41.8,42.22,620,0
10.41,17.83,904,0
29.5,26.61,818,1
5.26,23.4,548,0
19.61,36.33,221,0
21.49,7.44,107,1
22.83,30.08,261,0
36.3,35.43,231,1
22.49,23.89,769,0
25.19,9.21,954,1
15.69,14.79,842,1
21.8,32.19,983,0
15.23,40.82,458,0
8.29,21.86,535,0
32.16,27.42,56,1
35.07,14.14,479,1
32.88,21.49,385,1
25.86,18.47,679,1
22.09,31.22,596,0
43.85,44.39,144,0
28.36,37.53,50,0
26.56,12.69,453,1
6.15,28.11,802,0
20.36,7.66,491,1
22.11,14.88,780,1
22.95,11.89,854,1
31.11,18.42,457,1
29.01,32.15,674,0
32.36,24.98,694,1
39.42,42.32,956,0
41.58,13.51,425,1
37.32,19.57,980,1
48.0,18.19,590,1
5.82,14.44,935,0
13.81,44.73,712,0
5.34,20.49,507,0
34.14,42.62,784,0
45.41,20.62,969,1
15.96,13.16,127,1
46.72,9.77,420,1
7.71,39.22,174,0
47.05,6.28,892,1
20.82,43.58,882,0
9.56,21.73,733,0
26.86,14.89,971,1
16.55,29.7,233,0
17.82,10.32,581,1
18.83,7.89,371,1
41.14,38.11,82,1
29.26,21.99,480,1
19.01,25.73,551,0
32.47,12.07,862,1
37.23,7.46,734,1
17.27,19.71,770,1
23.61,25.25,247,0
10.48,35.62,829,0
13.15,25.04,768,0
35.65,36.3,361,0
13.16,9.62,372,1
28.63,7.56,967,1
36.91,11.35,983,1
9.81,35.88,902,0
30.53,35.37,788,0
16.55,10.65,925,1
48.33,6.24,92,1
26.76,32.41,652,0
41.27,39.21,439,0
29.76,35.16,956,0
6.95,13.11,578,0
33.49,28.35,277,1
47.81,35.29,272,1
32.07,15.23,668,1
41.86,26.11,446,1
44.79,17.58,553,1
15.26,14.02,225,1
14.54,43.78,270,0
32.49,41.5,471,0
23.5,22.83,901,1
42.79,10.47,343,1
45.5,34.12,354,1
20.9,15.23,148,1
15.66,11.74,280,1
40.12,20.26,882,1
17.37,26.19,925,0
42.02,8.9,867,1
24.07,27.87,574,0
35.04,5.61,908,1
9.3,40.67,180,0
33.07,41.83,261,0
25.33,34.32,77,0
31.4,23.66,887,1
12.56,15.2,991,0
38.16,34.76,351,1
43.83,42.27,698,1
14.75,11.34,495,1
9.31,23.63,862,0
6.06,17.61,722,0
33.89,19.27,565,1
32.32,21.23,446,1
29.6,43.07,101,0
15.44,15.35,727,0
22.59,24.71,882,1
31.75,43.06,351,0
27.35,24.04,522,1
49.45,39.54,946,1
11.14,7.35,721,1
36.28,43.12,411,0
23.19,12.5,226,1
24.27,44.2,580,0
37.29,12.02,642,1
36.16,22.77,559,1
49.61,17.34,229,1
10.78,22.33,472,0
9.68,15.02,239,0
37.6,43.61,602,0
31.03,17.23,893,1
17.34,31.13,197,0
8.57,10.5,583,0
8.85,37.98,798,0
45.24,26.7,720,1
13.63,44.18,659,0
19.55,21.94,136,0
15.2,12.82,669,1
20.97,18.84,361,1
8.12,34.48,324,0
28.36,31.36,162,1
8.04,36.13,883,0
41.02,7.94,371,1
15.52,28.21,343,0
29.3,42.29,600,0
44.6,9.32,790,1
34.29,8.77,589,1
28.98,33.66,572,0
19.6,17.61,795,1
19.99,31.34,930,0
35.13,26.82,142,1
49.74,44.44,582,1
34.78,40.56,718,1
30.1,32.12,654,1
37.88,15.47,603,1
25.93,15.48,701,1
7.71,40.29,51,0
30.3,28.41,89,0
48.09,36.57,151,1
12.89,22.99,368,0
36.05,9.12,722,1
14.04,18.31,926,0
29.11,11.45,991,1
9.35,36.27,827,0
25.27,33.02,538,0
39.03,8.54,956,1
20.64,29.86,65,0
34.92,39.97,313,0
40.8,32.89,96,1
46.72,25.44,934,1
15.56,17.47,735,0
22.97,40.48,309,0
11.86,21.91,477,0
49.66,39.22,653,1
46.72,36.32,578,1
29.3,37.65,387,0
42.89,44.59,294,0
28.44,34.95,566,0
33.06,6.36,121,1
9.01,13.22,175,0
38.99,6.41,230,1
10.75,12.6,566,0
42.17,7.46,84,1
40.19,25.06,72,1
36.89,6.13,711,1
6.63,23.9,417,0
18.64,40.95,166,0
16.84,34.94,883,0
21.21,42.76,725,0
8.94,14.07,628,0
47.16,26.24,77,1
29.92,17.74,285,1
18.75,24.75,506,0
22.86,27.28,456,0
25.12,6.45,702,1
32.03,14.33,543,1
28.21,33.19,250,0
46.37,35.92,630,1
27.36,27.78,281,1
49.65,15.83,847,1
43.31,21.2,621,1
14.38,8.84,904,1
46.88,43.13,658,0
10.24,39.75,966,0
41.79,7.62,929,1
22.13,11.66,894,1
44.51,28.24,91,1
44.06,14.3,154,1
41.27,42.38,865,0
40.55,35.22,922,0
18.71,15.93,765,1
8.64,5.24,199,1
23.13,36.98,560,0
12.81,21.96,809,0
36.27,30.7,378,1
20.57,16.48,144,1
48.9,10.71,99,1
33.84,32.01,752,1
42.01,23.01,737,1
10.96,14.41,883,0
43.79,10.51,927,1
46.52,28.22,488,1
26.92,34.02,597,0
32.28,16.36,846,1
39.42,34.41,533,1
12.87,12.32,659,0
27.62,18.54,224,1
22.94,34.8,682,0
11.59,31.41,99,0
21.54,15.82,570,1
8.07,9.89,637,0
6.16,6.7,646,0
11.08,38.52,495,0
48.34,8.01,566,1
29.73,9.59,56,1
48.46,14.51,989,1
24.46,22.83,86,1
19.03,36.59,942,0
27.78,14.9,295,1
24.78,26.74,548,1
9.75,8.61,564,0
33.84,23.58,704,1
14.72,12.11,644,1
32.88,13.45,930,1
34.26,19.67,820,1
11.84,35.45,389,0
7.76,34.76,384,0
40.13,21.6,663,1
25.69,9.75,252,1
7.62,16.23,447,0
49.77,25.21,53,1
7.6,39.78,468,0
36.28,43.73,953,0
49.27,30.5,724,1
15.76,19.03,373,0
11.4,32.74,597,0
10.46,18.45,127,0
18.65,30.02,733,0
9.55,14.75,625,0
36.15,15.68,756,1
7.8,8.01,554,0
27.92,21.81,69,1
49.85,29.73,889,1
41.63,36.55,303,1
32.68,37.41,234,0
18.78,44.7,817,0
33.08,8.51,104,1
28.72,24.73,831,1
24.17,25.85,690,0
10.88,37.18,618,0
44.9,15.65,389,1
25.24,7.77,63,1
13.76,17.55,100,0
21.55,44.36,397,0
23.64,40.98,920,0
42.24,20.81,107,1
38.01,40.05,426,0
39.62,6.31,168,1
5.5,17.57,940,0
23.73,34.07,826,0
26.66,13.86,904,1
5.86,12.94,513,0
16.69,39.47,609,0
39.21,29.64,460,1
11.17,44.56,665,0
29.09,10.39,761,1
14.68,19.25,973,0
5.55,17.45,489,0
15.85,40.21,723,0
48.91,15.21,563,1
41.07,19.14,73,1
48.18,10.71,123,1
26.95,36.02,354,0
9.94,14.51,857,0
29.66,7.73,300,1
25.45,22.4,57,1
43.0,20.66,374,1
9.41,12.1,116,0
26.97,10.34,274,1
11.75,40.86,463,0
19.61,7.71,613,1
38.18,8.97,856,1
26.42,14.8,632,1
21.91,43.11,542,0
22.75,8.42,134,1
25.68,37.64,279,0
40.33,40.68,574,1
45.14,20.11,650,1
47.99,16.76,424,1
40.41,32.1,691,1
19.19,33.11,559,0
35.97,36.2,499,0
24.69,38.22,512,0
16.46,15.74,320,0
42.84,32.48,323,1
6.73,10.4,118,0
45.58,25.43,395,1
25.77,29.52,847,0
33.67,11.47,127,1
34.67,8.06,182,1
45.28,12.79,473,1
33.65,21.82,454,1
32.63,40.51,753,0
8.0,26.28,412,0
28.33,34.94,825,0
11.76,11.97,823,0
38.18,9.24,651,1
28.05,14.58,245,1
35.61,17.56,875,1
6.88,26.92,741,0
8.82,40.25,975,0
37.23,22.04,788,1
8.24,25.75,332,0
8.21,5.18,908,1
5.54,6.33,221,0
48.04,8.35,668,1
38.19,32.96,630,1
20.9,24.45,409,0
18.34,12.72,700,1
20.74,28.7,815,0
39.86,26.78,92,1
34.76,8.55,687,1
13.33,30.62,340,0
12.83,35.69,444,0
9.43,16.46,279,0
34.71,32.5,359,1
39.4,12.99,355,1
16.93,35.27,551,0
5.94,41.47,238,0
8.7,22.67,438,0
48.55,14.78,790,1
18.3,20.97,164,0
39.62,15.0,406,1
33.11,5.05,203,1
22.19,31.02,402,0
14.26,6.7,722,1
10.46,13.42,200,0
32.68,33.9,248,1
39.86,31.63,954,1
33.98,7.93,321,1
28.86,31.4,506,1
6.89,42.22,989,0
48.58,7.98,796,1
40.94,21.63,589,1
18.18,34.18,456,0
49.1,31.71,701,1
32.08,14.06,603,1
31.21,11.52,58,1
38.66,36.37,107,0
41.53,43.25,414,0
34.54,35.7,381,1
10.76,43.53,250,0
20.22,29.2,708,0
46.76,42.16,725,1
15.11,32.62,530,0
21.75,41.36,382,0
24.44,11.46,627,1
24.77,37.62,921,0
32.58,12.87,618,1
47.44,6.1,874,1
15.83,25.7,669,0
10.47,17.73,330,0
13.89,6.74,190,1
44.91,44.21,236,1
34.06,31.66,830,1
17.87,41.07,530,0
41.72,44.96,716,0
43.76,20.68,985,1
43.09,15.19,790,1
46.35,12.36,132,1
16.35,25.61,391,0
38.98,29.24,229,1
25.72,23.9,706,0
42.89,20.49,228,1
37.78,11.73,563,1
39.94,22.67,189,1
34.53,8.41,786,1
12.98,39.6,205,0
29.53,6.88,970,1
49.31,20.23,269,1
47.18,9.01,272,1
6.94,36.0,208,0
12.42,17.51,972,0
10.93,9.52,548,1
37.67,26.26,413,1
41.8,41.65,492,0
14.61,41.35,818,0
27.76,14.99,84,1
42.83,33.79,402,1
37.98,6.21,50,1
29.4,10.27,58,1
31.57,24.98,978,1
27.88,14.15,605,1
18.39,36.93,614,0
30.43,42.24,790,0
36.0,5.17,224,1
44.3,14.32,768,1
33.63,22.58,162,1
39.25,27.52,782,1
12.2,41.64,538,0
25.77,40.68,646,0
5.42,30.49,95,0
16.1,15.3,835,0
37.69,36.33,300,0
49.63,13.11,961,1
9.46,43.61,780,0
23.07,5.23,748,1
41.0,27.79,685,1
14.18,8.54,384,1
29.98,21.3,869,1
37.99,30.4,486,1
32.72,32.58,493,1
13.46,36.42,160,0
20.99,28.73,826,0
40.27,15.05,845,1
29.94,40.57,627,0
5.24,37.44,774,0
39.24,11.4,380,1
6.59,38.06,913,0
38.56,43.91,327,0
14.11,30.49,596,0
48.11,16.27,155,1
21.56,29.26,474,0
19.71,18.7,769,0
11.7,32.04,720,0
18.75,26.79,752,0
44.45,42.18,364,1
49.84,29.72,699,1
21.57,13.56,921,1
25.19,34.0,85,0
37.49,17.04,262,1
44.88,15.9,377,1
31.69,20.67,96,1
22.62,5.48,797,1
23.57,43.77,608,0
36.3,26.29,658,1
5.14,35.94,281,0
32.88,15.31,583,1
21.0,34.86,463,0
40.74,27.69,456,1
9.18,21.97,933,0
31.47,43.83,512,0
26.64,24.75,864,1
33.9,31.3,173,1
7.92,5.61,796,1
31.1,17.06,743,1
30.27,40.55,779,0
30.23,35.36,449,0
32.16,26.47,827,1
35.44,41.01,213,0
41.22,24.45,333,1
17.14,27.66,219,0
42.13,20.29,144,1
27.42,29.8,706,0
8.47,17.76,353,0
7.63,20.42,869,0
20.04,43.65,145,0
40.32,9.45,749,1
36.85,9.21,472,1
40.49,6.73,612,1
28.28,17.8,356,1
24.81,20.93,182,1
11.64,8.78,411,1
19.77,26.97,555,0
24.53,28.33,680,1
8.99,35.04,113,0
14.93,44.04,469,0
31.92,29.77,984,1
38.1,9.47,419,1
49.93,8.54,316,1
46.99,36.1,274,1
33.92,31.01,615,0
23.96,11.48,565,1
33.63,15.13,865,1
40.35,35.01,104,1
10.33,27.65,82,0
23.45,28.4,178,0
42.79,13.4,774,1
22.27,30.16,514,0
30.73,35.83,467,0
31.45,40.41,590,0
13.3,34.47,756,0
21.3,28.06,418,0
20.05,31.93,457,0
6.18,24.4,627,0
6.09,14.08,656,0
42.43,40.29,537,1
17.29,26.3,688,0
28.31,28.77,632,0
18.44,44.6,804,0
47.33,44.4,910,1
16.67,28.45,622,0
24.33,6.36,292,1
44.27,20.85,252,1
42.89,42.49,476,0
13.37,16.53,934,0
41.12,44.97,138,1
25.62,8.37,260,1
26.73,27.72,892,1
11.01,25.62,606,0
8.63,15.21,852,0
37.76,42.94,338,1
27.34,29.77,630,1
24.66,14.21,244,1
37.83,20.36,272,1
39.45,33.85,701,1
12.15,16.91,885,0
32.46,40.18,209,0
11.09,11.63,163,1
38.81,15.58,291,1
34.56,10.8,73,1
48.05,9.17,356,1
8.1,17.01,789,0
7.57,44.97,243,0
17.7,8.77,573,1
16.78,13.52,970,1
16.11,15.86,666,0
45.78,29.77,457,1
16.23,34.81,682,0
17.24,35.08,266,0
39.17,5.35,689,1
25.24,31.07,733,0
39.95,30.23,350,1
7.94,25.71,234,0
26.94,20.17,94,1
6.51,36.9,683,0
7.82,18.76,323,0
45.79,14.2,612,1
11.27,17.4,453,0
28.96,22.59,146,1
23.5,13.56,910,1
20.63,29.3,846,0
45.49,40.37,391,1
5.98,28.82,125,0
34.87,22.87,240,1
48.35,36.87,211,1
30.21,34.92,629,1
47.16,19.68,822,1
7.35,29.17,421,0
23.85,34.19,551,0
16.71,14.82,939,1
37.89,19.65,379,1
49.16,9.23,967,1
16.54,44.51,682,0
34.44,8.44,202,1
13.91,11.74,239,1
30.44,24.19,434,1
25.88,39.61,763,0
48.74,19.24,640,1
32.38,35.74,729,1
20.73,32.04,336,0
10.13,30.55,166,0
11.81,38.8,770,0
15.14,5.57,253,1
16.29,42.17,822,0
43.28,38.17,791,1
30.26,42.51,993,0
28.55,36.74,792,0
10.16,40.14,164,0
43.71,13.12,122,1
37.53,17.77,356,1
8.05,17.61,898,0
36.85,9.37,718,1
29.46,34.18,740,0
8.68,10.45,872,0
25.62,7.1,987,1
26.81,36.02,642,0
12.46,41.19,415,0
47.56,35.56,895,1
43.25,38.01,965,1
35.11,28.82,296,1
25.8,40.51,160,0
23.53,24.87,908,0
34.29,44.53,493,0
29.54,9.14,164,1
7.8,37.37,88,0
28.06,30.66,289,1
41.29,28.23,497,1
25.67,34.03,261,0
7.34,38.61,968,0
40.38,39.52,314,1
14.06,12.02,939,1
16.64,12.88,742,1
12.41,5.65,228,1
19.86,10.27,802,1
39.05,15.56,388,1
28.37,33.84,977,0
14.22,24.03,613,0
44.5,35.32,701,1
44.58,24.46,883,1
44.18,27.22,405,1
15.75,9.44,326,1
25.31,36.06,729,0
49.32,35.33,284,1
39.74,17.3,572,1
6.22,18.14,622,0
7.93,13.79,333,0
25.88,37.55,509,0
45.91,34.88,310,1
29.24,29.37,419,0
27.4,14.55,496,1
9.75,11.87,576,0
34.56,7.01,465,1
41.99,6.82,898,1
22.12,12.49,346,1
39.9,9.02,981,1
48.4,27.24,127,1
14.17,19.32,922,0
28.55,22.8,954,1
17.92,28.76,559,0
40.68,31.36,386,1
30.99,30.93,221,1
33.56,15.43,696,1
40.91,37.39,812,0
22.82,41.71,401,0
46.18,17.64,93,1
28.99,5.68,989,1
12.11,40.97,823,0
36.32,41.94,961,0
40.7,7.04,243,1
19.25,5.2,507,1
43.57,37.66,565,1
45.78,17.06,113,1
17.46,41.58,310,0
49.26,13.67,214,1
11.33,39.45,152,0
14.09,7.75,203,1
13.29,15.43,719,0
45.23,43.93,947,1
34.44,14.25,420,1
11.84,10.32,963,1
24.81,39.28,312,0
32.69,9.71,927,1
8.76,8.9,672,1
44.71,17.94,648,1
41.16,30.41,709,1
27.73,33.43,832,0
48.52,40.25,997,1
23.8,26.64,935,0
49.28,20.74,717,1
35.06,19.35,372,1
33.56,38.88,180,0
12.47,33.95,234,0
44.69,41.22,104,1
24.24,43.56,445,0
12.3,17.0,753,0
5.57,26.19,618,0
30.19,30.27,531,1
28.73,11.55,85,1
37.37,7.13,441,1
45.06,39.71,826,1
8.57,26.42,724,0
37.92,27.83,431,1
13.43,27.2,137,0
43.62,35.2,521,1
41.86,10.82,468,1
29.34,29.56,188,1
36.96,23.78,425,1
19.15,40.88,951,0
26.2,25.78,458,1
41.97,42.72,50,1
25.67,19.13,826,1
21.1,43.68,174,0
27.24,40.01,681,0
42.27,28.37,894,1
20.08,19.15,590,1
12.82,20.04,863,0
37.04,35.91,337,1
42.17,28.23,208,1
9.53,21.06,267,0
15.79,30.44,921,0
11.39,34.33,521,0
20.66,5.92,256,1
25.27,8.59,411,1
38.7,8.78,936,1
34.3,14.28,804,1
32.94,22.08,823,1
20.86,37.15,718,0
42.87,19.04,208,1
26.21,5.7,961,1
49.06,24.33,763,1
33.54,44.87,304,0
10.68,18.96,681,0
35.43,43.45,542,0
19.63,9.05,921,1
35.88,11.92,816,1
8.13,33.96,693,0
12.87,25.05,910,0
43.51,35.6,177,1
15.22,39.54,697,0
42.67,15.04,409,1
17.57,32.31,508,0
33.93,29.3,882,1
36.24,39.46,924,0
28.07,22.2,86,1
18.74,7.07,648,1
14.57,27.97,463,0
6.49,43.36,768,0
18.68,5.59,270,1
34.39,14.61,969,1
47.22,17.64,506,1
44.2,35.63,220,1
39.47,17.93,188,1
40.48,14.56,128,1
34.92,30.94,238,1
16.71,6.86,669,1
45.82,11.82,159,1
35.18,21.32,343,1
30.22,19.22,225,1
9.99,18.89,459,0
25.12,9.34,177,1
25.72,19.43,414,1
43.91,36.92,73,1
29.6,21.55,263,1
22.12,28.45,899,0
48.96,11.54,634,1
9.98,7.79,782,1
24.01,40.2,401,0
6.89,18.25,189,0
38.3,19.01,154,1
46.31,40.11,706,1
17.6,33.31,778,0
43.63,35.25,486,1
18.15,32.28,831,0
45.98,9.23,202,1
38.93,43.32,524,0
41.22,41.37,830,1
5.81,14.45,854,0
48.33,37.16,315,1
37.7,21.38,423,1
18.71,32.35,122,0
42.32,11.62,510,1
17.67,26.54,952,0
44.27,10.06,959,1
10.07,26.45,173,0
36.67,14.74,661,1
29.33,23.1,423,1
9.34,31.72,310,0
15.89,40.08,62,0
5.56,11.61,69,0
26.09,40.73,77,0
18.56,20.6,676,0
31.93,38.75,485,0
18.38,25.5,256,0
18.5,39.49,472,0
38.44,31.51,428,1
7.17,25.35,838,0
45.63,17.5,241,1
43.35,43.76,578,1
35.05,37.04,759,1
31.69,20.25,671,1
45.15,11.67,586,1
13.34,36.18,123,0
8.55,44.6,511,0
15.78,16.16,68,1
40.76,41.63,933,1
6.56,10.01,828,0
31.23,43.09,81,0
49.79,34.81,315,1
43.51,18.86,288,1
28.47,17.19,787,1
7.86,30.74,676,0
42.41,28.74,605,1
31.95,41.76,550,0
10.17,35.65,142,0
9.22,26.61,654,0
45.93,42.1,263,1
35.11,28.71,931,1
42.32,38.99,383,1
44.55,38.64,307,1
30.73,41.77,317,0
28.29,7.7,135,1
24.37,28.35,626,0
19.26,23.74,803,0
24.56,24.62,637,1
39.82,23.4,381,1
32.09,38.5,629,0
45.16,17.74,834,1
24.95,23.51,230,0
32.32,13.03,289,1
33.41,15.07,452,1
31.63,31.42,683,1
36.62,9.68,434,1
15.68,12.51,613,1
28.06,26.12,578,0
9.69,6.75,284,1
22.3,10.08,504,1
26.95,39.53,367,0
34.35,38.85,466,0
47.77,18.91,887,1
32.03,18.92,357,1
38.46,42.46,311,0
27.78,6.03,657,1
33.53,28.21,781,1
8.19,28.9,406,0
16.45,36.52,881,0
21.28,43.07,910,0
26.26,19.23,620,1
7.05,22.51,156,0
11.3,31.85,527,0
17.46,43.69,71,0
48.72,40.63,886,1
19.91,31.68,947,0
26.69,39.27,507,0
13.82,8.41,95,1
32.49,20.09,517,1
17.63,5.52,101,1
14.31,12.1,806,1
28.25,30.22,515,0
5.25,40.42,734,0
5.34,30.31,942,0
14.86,31.57,148,0
6.65,9.15,230,0
9.86,31.59,85,0
20.25,23.17,484,1
41.12,31.06,579,1
30.74,18.05,573,1
28.07,28.26,362,1
18.21,21.96,675,0
46.93,27.35,479,1
22.87,10.88,266,1
8.92,20.83,433,0
32.77,19.97,90,1
10.12,34.46,938,0
20.54,33.26,811,0
27.83,41.35,678,0
44.34,30.28,552,1
27.21,17.58,69,1
36.6,36.33,173,0
49.68,24.88,673,1
10.92,12.74,764,0
17.36,34.9,171,0
22.76,10.3,197,1
23.98,12.13,658,1
23.5,35.35,699,0
45.84,35.81,111,1
37.13,36.63,113,1
32.36,16.73,266,1
18.92,39.66,763,0
42.07,33.91,73,1
47.98,38.36,858,1
41.95,33.34,466,1
5.07,28.18,467,0
33.64,9.38,768,1
